order_id,customer_id,product_sku,quantity,unit_price,order_date,channel
WEB0063,C237,SKU-MILK-034,4,1.54,2026-04-18,web
WEB0064,C104,SKU-APPLE-009,10,9.79,2026-04-30,mobile
WEB0065,C175,SKU-JUICE-032,3,1.81,2026-04-30,mobile
WEB0066,C251,SKU-APPLE-032,9,8.59,2026-04-11,mobile
WEB0067,C281,SKU-BREAD-018,12,2.87,2026-05-01,mobile
WEB0068,C285,SKU-MILK-004,10,6.44,2026-04-08,web
WEB0069,C121,SKU-APPLE-034,7,7.99,2026-04-07,mobile
WEB0070,C272,SKU-BREAD-008,6,8.7,2026-04-20,web
WEB0071,C241,SKU-APPLE-023,7,7.88,2026-05-05,web
WEB0072,C115,SKU-JUICE-011,4,7.84,2026-04-23,mobile
WEB0073,C237,SKU-MILK-020,8,8.7,2026-04-28,web
WEB0074,C298,SKU-MILK-040,5,8.93,2026-04-12,mobile
WEB0075,C125,SKU-BREAD-043,11,2.37,2026-04-10,mobile
WEB0076,C112,SKU-APPLE-007,3,2.25,2026-04-12,web
WEB0077,C117,SKU-APPLE-043,6,8.94,2026-04-19,web
WEB0078,C104,SKU-APPLE-018,15,7.83,2026-05-01,web
WEB0079,C119,SKU-MILK-026,3,7.67,2026-04-11,web
WEB0080,C138,SKU-BREAD-035,13,6.57,2026-04-16,mobile
WEB0081,C234,SKU-JUICE-049,5,3.95,2026-04-19,mobile
WEB0082,C169,SKU-MILK-017,12,1.12,2026-05-04,web
WEB0083,C217,SKU-JUICE-024,4,6.61,2026-05-04,mobile
WEB0084,C161,SKU-APPLE-002,11,9.05,2026-05-04,mobile
WEB0085,C254,SKU-JUICE-045,9,1.83,2026-04-29,web
WEB0086,C129,SKU-MILK-037,4,9.38,2026-04-22,mobile
WEB0087,C196,SKU-APPLE-008,10,3.29,2026-05-05,mobile
WEB0088,C124,SKU-JUICE-030,6,5.67,2026-04-23,mobile
WEB0089,C173,SKU-APPLE-036,8,5.73,2026-04-08,web
WEB0090,C149,SKU-APPLE-005,12,8.73,2026-04-23,web
WEB0091,C177,SKU-MILK-008,7,3.99,2026-04-15,mobile
WEB0092,C220,SKU-JUICE-031,12,3.51,2026-04-08,web
WEB0093,C201,SKU-BREAD-027,15,1.63,2026-04-29,web
WEB0094,C172,SKU-BREAD-031,2,3.03,2026-04-23,web
WEB0095,C297,SKU-JUICE-047,9,9.25,2026-04-16,mobile
WEB0096,C176,SKU-JUICE-006,9,1.6,2026-04-21,mobile
WEB0097,C107,SKU-MILK-037,14,5.74,2026-04-22,mobile
WEB0098,C171,SKU-APPLE-007,12,6.86,2026-04-27,web
WEB0099,C179,SKU-MILK-041,6,2.74,2026-04-14,web
WEB0100,C264,SKU-JUICE-042,14,7.25,2026-04-19,web
WEB0101,C179,SKU-MILK-017,15,8.04,2026-04-19,web
WEB0102,C156,SKU-JUICE-028,5,3.54,2026-04-15,mobile
WEB0103,C189,SKU-BREAD-049,15,1.51,2026-04-16,mobile
WEB0104,C100,SKU-MILK-035,9,9.93,2026-04-20,mobile
WEB0105,C275,SKU-MILK-025,12,4.35,2026-04-14,mobile
WEB0106,C292,SKU-APPLE-016,2,1.17,2026-04-29,mobile
WEB0107,C202,SKU-APPLE-023,14,9.69,2026-04-17,web
WEB0108,C251,SKU-MILK-022,7,7.67,2026-04-16,web
WEB0109,C202,SKU-BREAD-043,9,8.24,2026-04-12,web
WEB0110,C102,SKU-APPLE-020,8,2.53,2026-04-28,mobile
WEB0111,C148,SKU-BREAD-049,14,1.73,2026-04-07,mobile
WEB0112,C185,SKU-APPLE-005,6,7.44,2026-04-06,mobile
WEB0113,C196,SKU-JUICE-014,11,3.68,2026-04-25,web
WEB0114,C185,SKU-JUICE-024,9,6.87,2026-04-15,web
WEB0115,C259,SKU-BREAD-002,4,3.97,2026-04-08,web
WEB0116,C135,SKU-APPLE-036,2,3.32,2026-04-16,mobile
WEB0117,C180,SKU-APPLE-017,11,5.22,2026-04-30,web
WEB0118,C133,SKU-JUICE-001,1,2.86,2026-04-15,mobile
WEB0119,C288,SKU-JUICE-045,13,1.52,2026-04-25,web
WEB0120,C226,SKU-BREAD-026,12,2.02,2026-04-13,mobile
WEB0121,C239,SKU-APPLE-028,11,4.71,2026-05-05,web
WEB0122,C134,SKU-APPLE-037,5,4.86,2026-04-12,web
WEB0123,C286,SKU-APPLE-038,12,5.4,2026-04-27,web
WEB0124,C100,SKU-JUICE-007,9,1.97,2026-04-21,web
WEB0125,C116,SKU-APPLE-032,6,1.73,2026-05-03,mobile
WEB0126,C150,SKU-APPLE-003,7,6.51,2026-04-06,web
WEB0127,C291,SKU-JUICE-041,15,6.48,2026-04-20,mobile
WEB0128,C193,SKU-APPLE-040,10,1.47,2026-04-26,mobile
WEB0129,C226,SKU-APPLE-038,14,2.61,2026-04-12,mobile
WEB0130,C166,SKU-BREAD-006,3,8.42,2026-04-12,mobile
WEB0131,C100,SKU-APPLE-013,13,4.09,2026-04-08,mobile
WEB0132,C243,SKU-APPLE-020,5,9.46,2026-04-06,web
WEB0133,C165,SKU-JUICE-014,7,3.35,2026-04-21,mobile
WEB0134,C292,SKU-MILK-032,13,7.33,2026-04-14,web
WEB0135,C161,SKU-BREAD-018,15,8.19,2026-04-27,mobile
WEB0136,C237,SKU-BREAD-018,10,6.49,2026-04-18,web
WEB0137,C257,SKU-JUICE-019,15,1.7,2026-04-22,mobile
WEB0138,C247,SKU-MILK-031,1,7.38,2026-04-14,web
WEB0139,C125,SKU-MILK-017,5,5.5,2026-04-17,web
WEB0140,C289,SKU-JUICE-032,5,8.34,2026-04-17,web
WEB0141,C208,SKU-APPLE-026,15,4.4,2026-04-20,web
WEB0142,C112,SKU-APPLE-048,5,9.48,2026-04-25,web
WEB0143,C180,SKU-BREAD-029,11,3.46,2026-05-01,mobile
WEB0144,C171,SKU-BREAD-021,10,6.48,2026-04-21,web
WEB0145,C173,SKU-JUICE-025,6,6.93,2026-04-13,mobile
WEB0146,C217,SKU-APPLE-042,8,3.31,2026-04-15,mobile
WEB0147,C207,SKU-MILK-005,5,2.87,2026-04-22,web
WEB0148,C143,SKU-APPLE-026,14,2.35,2026-04-29,mobile
WEB0149,C196,SKU-APPLE-024,14,3.58,2026-04-07,mobile
WEB0150,C251,SKU-MILK-006,6,3.89,2026-04-08,mobile
WEB0151,C106,SKU-JUICE-004,13,5.0,2026-04-24,web
WEB0152,C133,SKU-JUICE-015,11,4.77,2026-04-10,web
WEB0153,C171,SKU-JUICE-026,3,5.37,2026-04-28,mobile
WEB0154,C165,SKU-JUICE-031,10,7.61,2026-04-22,mobile
WEB0155,C300,SKU-JUICE-018,14,1.52,2026-04-29,web
WEB0156,C297,SKU-BREAD-033,9,6.86,2026-04-06,mobile
WEB0157,C265,SKU-MILK-049,13,4.45,2026-04-09,mobile
WEB0158,C189,SKU-BREAD-012,6,1.53,2026-04-07,web
WEB0159,C166,SKU-APPLE-019,6,2.94,2026-04-16,web
WEB0160,C184,SKU-JUICE-009,13,7.2,2026-04-10,mobile
WEB0161,C252,SKU-APPLE-042,12,5.77,2026-04-14,web
WEB0162,C180,SKU-APPLE-046,5,6.09,2026-04-30,mobile
WEB0163,C285,SKU-JUICE-050,4,5.09,2026-04-13,web
WEB0164,C255,SKU-MILK-023,10,3.2,2026-05-04,mobile
WEB0165,C298,SKU-APPLE-049,13,4.93,2026-05-02,mobile
WEB0166,C157,SKU-MILK-039,9,1.56,2026-04-24,mobile
WEB0167,C203,SKU-JUICE-009,12,4.27,2026-04-14,web
WEB0168,C278,SKU-MILK-040,11,7.61,2026-05-04,web
WEB0169,C138,SKU-JUICE-037,13,2.61,2026-05-03,web
WEB0170,C192,SKU-APPLE-042,10,5.73,2026-04-07,web
WEB0171,C268,SKU-MILK-014,6,2.31,2026-05-04,mobile
WEB0172,C197,SKU-APPLE-013,3,2.19,2026-04-21,web
WEB0173,C285,SKU-MILK-009,12,8.7,2026-04-10,mobile
WEB0174,C202,SKU-MILK-007,1,1.91,2026-04-13,web
WEB0175,C263,SKU-BREAD-014,4,5.39,2026-04-07,mobile
WEB0176,C244,SKU-MILK-049,9,9.24,2026-04-24,web
WEB0177,C238,SKU-MILK-034,10,4.73,2026-04-17,web
WEB0178,C267,SKU-JUICE-014,4,3.19,2026-05-04,mobile
WEB0179,C138,SKU-MILK-025,12,4.77,2026-04-09,web
WEB0180,C111,SKU-JUICE-026,6,7.44,2026-04-13,web
WEB0181,C227,SKU-BREAD-040,2,3.64,2026-04-30,web
WEB0182,C120,SKU-APPLE-004,10,3.65,2026-04-12,web
WEB0183,C251,SKU-JUICE-039,15,1.42,2026-04-17,mobile
WEB0184,C121,SKU-JUICE-014,4,3.34,2026-04-07,web
WEB0185,C300,SKU-APPLE-015,15,6.43,2026-04-23,web
WEB0186,C111,SKU-JUICE-029,14,7.02,2026-05-04,mobile
WEB0187,C119,SKU-BREAD-022,7,1.14,2026-04-21,web
WEB0188,C251,SKU-MILK-045,5,6.76,2026-04-27,mobile
WEB0189,C278,SKU-BREAD-010,9,2.83,2026-04-08,web
WEB0190,C295,SKU-APPLE-039,8,2.21,2026-04-15,web
WEB0191,C241,SKU-BREAD-019,4,9.27,2026-04-23,web
WEB0192,C250,SKU-BREAD-033,4,9.68,2026-04-18,mobile
WEB0193,C189,SKU-MILK-006,2,9.19,2026-04-09,web
WEB0194,C243,SKU-APPLE-034,1,1.83,2026-05-03,web
WEB0195,C241,SKU-MILK-036,15,2.95,2026-05-04,mobile
WEB0196,C126,SKU-MILK-002,4,1.75,2026-04-17,mobile
WEB0197,C163,SKU-APPLE-041,6,3.46,2026-05-01,web
WEB0198,C278,SKU-BREAD-019,7,5.96,2026-05-02,web
WEB0199,C184,SKU-BREAD-035,13,8.77,2026-04-20,mobile
WEB0200,C231,SKU-BREAD-013,1,8.96,2026-04-27,web
WEB0201,C240,SKU-JUICE-019,14,6.56,2026-04-23,mobile
WEB0202,C146,SKU-BREAD-001,11,5.75,2026-04-19,web
WEB0203,C169,SKU-JUICE-022,1,1.51,2026-04-28,mobile
WEB0204,C238,SKU-APPLE-008,5,8.85,2026-04-24,mobile
WEB0205,C288,SKU-JUICE-034,14,5.76,2026-04-27,mobile
WEB0206,C165,SKU-BREAD-043,6,7.44,2026-04-08,mobile
WEB0207,C277,SKU-APPLE-031,5,4.67,2026-04-13,mobile
WEB0208,C138,SKU-JUICE-004,3,6.6,2026-04-30,web
WEB0209,C261,SKU-BREAD-035,4,3.08,2026-04-13,mobile
WEB0210,C131,SKU-APPLE-034,15,2.72,2026-04-15,mobile
WEB0211,C135,SKU-APPLE-018,11,8.95,2026-04-29,web
WEB0212,C218,SKU-JUICE-015,4,4.48,2026-04-19,mobile
WEB0213,C285,SKU-BREAD-048,13,1.62,2026-04-25,web
WEB0214,C166,SKU-APPLE-042,11,4.06,2026-05-02,web
WEB0215,C183,SKU-BREAD-002,3,2.93,2026-04-12,mobile
WEB0216,C144,SKU-JUICE-028,3,7.56,2026-04-27,mobile
WEB0217,C226,SKU-JUICE-043,15,4.68,2026-04-18,web
WEB0218,C165,SKU-JUICE-043,2,8.53,2026-05-03,web
WEB0219,C211,SKU-JUICE-016,3,9.3,2026-04-11,mobile
WEB0220,C203,SKU-BREAD-001,9,7.7,2026-05-05,mobile
WEB0221,C292,SKU-JUICE-037,3,4.69,2026-04-12,mobile
WEB0222,C210,SKU-MILK-032,12,1.61,2026-04-07,web
WEB0223,C127,SKU-JUICE-010,9,1.05,2026-04-14,web
WEB0224,C245,SKU-MILK-013,15,1.18,2026-05-04,mobile
WEB0225,C156,SKU-BREAD-039,1,5.05,2026-04-25,web
WEB0226,C119,SKU-APPLE-027,12,1.81,2026-04-14,mobile
WEB0227,C185,SKU-APPLE-004,11,1.74,2026-04-06,web
WEB0228,C271,SKU-BREAD-049,9,3.64,2026-04-07,mobile
WEB0229,C225,SKU-BREAD-008,11,3.11,2026-04-18,mobile
WEB0230,C186,SKU-APPLE-018,2,6.53,2026-04-09,web
WEB0231,C253,SKU-MILK-021,12,5.98,2026-04-12,web
WEB0232,C101,SKU-MILK-042,7,4.31,2026-04-28,mobile
WEB0233,C168,SKU-APPLE-021,1,4.17,2026-04-17,web
WEB0234,C147,SKU-APPLE-044,1,1.59,2026-04-26,web
WEB0235,C143,SKU-JUICE-020,4,5.49,2026-04-15,mobile
WEB0236,C273,SKU-MILK-045,3,6.42,2026-04-25,web
WEB0237,C103,SKU-MILK-036,15,4.47,2026-05-01,mobile
WEB0238,C272,SKU-JUICE-003,14,7.08,2026-04-09,web
WEB0239,C104,SKU-APPLE-005,9,6.09,2026-04-15,mobile
WEB0240,C173,SKU-MILK-012,1,3.78,2026-05-03,web
WEB0241,C206,SKU-BREAD-015,6,1.06,2026-04-21,mobile
WEB0242,C276,SKU-APPLE-001,5,2.3,2026-04-20,web
WEB0243,C178,SKU-BREAD-031,5,8.94,2026-04-10,mobile
WEB0244,C132,SKU-APPLE-002,7,4.57,2026-04-10,mobile
WEB0245,C258,SKU-MILK-012,11,1.02,2026-04-08,web
WEB0246,C285,SKU-BREAD-001,14,7.55,2026-04-29,mobile
WEB0247,C201,SKU-APPLE-021,11,5.58,2026-04-30,mobile
WEB0248,C220,SKU-BREAD-006,14,7.25,2026-04-06,web
WEB0249,C168,SKU-APPLE-037,8,1.31,2026-04-11,web
WEB0250,C176,SKU-APPLE-016,1,8.12,2026-04-06,mobile
WEB0251,C118,SKU-JUICE-047,4,8.97,2026-04-15,mobile
WEB0252,C150,SKU-BREAD-016,9,9.67,2026-05-03,web
WEB0253,C218,SKU-JUICE-021,4,9.32,2026-04-30,web
WEB0254,C290,SKU-APPLE-024,11,8.25,2026-04-27,web
WEB0255,C157,SKU-BREAD-029,13,1.7,2026-04-25,web
WEB0256,C168,SKU-BREAD-040,10,1.27,2026-04-10,mobile
WEB0257,C110,SKU-BREAD-026,3,2.74,2026-04-09,mobile
WEB0258,C275,SKU-MILK-035,3,1.99,2026-04-27,mobile
WEB0259,C203,SKU-BREAD-030,2,3.91,2026-04-22,web
WEB0260,C299,SKU-MILK-032,2,2.69,2026-04-18,web
WEB0261,C127,SKU-JUICE-035,6,3.94,2026-04-13,web
WEB0262,C281,SKU-MILK-006,2,1.36,2026-04-18,web
WEB0263,C192,SKU-JUICE-003,10,6.14,2026-05-04,web
WEB0264,C297,SKU-MILK-004,3,2.04,2026-04-20,mobile
WEB0265,C169,SKU-JUICE-041,5,8.85,2026-04-13,web
WEB0266,C257,SKU-JUICE-018,8,9.52,2026-05-05,web
WEB0267,C120,SKU-BREAD-021,11,5.48,2026-04-12,mobile
WEB0268,C123,SKU-BREAD-022,11,6.69,2026-04-11,mobile
WEB0269,C146,SKU-JUICE-039,4,4.59,2026-04-21,web
WEB0270,C147,SKU-BREAD-032,11,7.23,2026-05-05,web
WEB0271,C171,SKU-APPLE-046,6,5.62,2026-04-18,web
WEB0272,C241,SKU-MILK-046,5,4.02,2026-04-22,mobile
WEB0273,C101,SKU-BREAD-002,13,9.01,2026-05-02,mobile
WEB0274,C142,SKU-MILK-032,2,8.77,2026-04-09,web
WEB0275,C229,SKU-MILK-026,10,6.07,2026-04-10,web
WEB0276,C164,SKU-MILK-040,6,5.52,2026-04-23,web
WEB0277,C146,SKU-BREAD-050,1,4.2,2026-04-27,web
WEB0278,C216,SKU-APPLE-043,3,5.53,2026-04-15,web
WEB0279,C162,SKU-APPLE-006,15,7.53,2026-04-10,web
WEB0280,C144,SKU-MILK-027,8,5.01,2026-04-09,web
WEB0281,C115,SKU-MILK-030,10,5.94,2026-04-24,mobile
WEB0282,C298,SKU-MILK-026,13,9.84,2026-04-18,web
WEB0283,C221,SKU-APPLE-032,7,1.44,2026-04-24,web
WEB0284,C139,SKU-BREAD-023,10,7.7,2026-04-11,mobile
WEB0285,C125,SKU-MILK-027,3,7.92,2026-04-23,mobile
WEB0286,C284,SKU-MILK-010,10,5.9,2026-04-25,web
WEB0287,C261,SKU-BREAD-015,2,6.21,2026-04-09,mobile
WEB0288,C103,SKU-JUICE-042,15,3.31,2026-04-15,web
WEB0289,C242,SKU-BREAD-016,8,2.28,2026-04-24,web
WEB0290,C210,SKU-MILK-018,5,7.73,2026-04-23,mobile
WEB0291,C286,SKU-JUICE-044,3,3.48,2026-04-14,mobile
WEB0292,C231,SKU-APPLE-026,6,5.38,2026-04-20,mobile
WEB0293,C121,SKU-JUICE-047,2,7.83,2026-04-26,web
WEB0294,C245,SKU-APPLE-011,4,3.41,2026-04-20,web
WEB0295,C128,SKU-MILK-017,15,1.29,2026-04-15,web
WEB0296,C290,SKU-JUICE-018,9,4.44,2026-04-17,mobile
WEB0297,C244,SKU-JUICE-034,9,7.83,2026-04-15,web
WEB0298,C299,SKU-MILK-004,1,2.82,2026-05-04,mobile
WEB0299,C198,SKU-JUICE-011,11,3.61,2026-04-06,mobile
WEB0300,C284,SKU-APPLE-016,11,2.66,2026-05-04,mobile
WEB0301,C275,SKU-BREAD-050,9,3.12,2026-04-12,web
WEB0302,C100,SKU-BREAD-043,13,4.06,2026-04-19,web
WEB0303,C151,SKU-MILK-012,8,5.14,2026-04-28,web
WEB0304,C258,SKU-JUICE-026,14,5.71,2026-05-05,mobile
WEB0305,C260,SKU-JUICE-008,6,2.05,2026-04-08,web
WEB0306,C267,SKU-BREAD-046,6,7.14,2026-04-16,mobile
WEB0307,C279,SKU-JUICE-044,12,2.84,2026-04-15,mobile
WEB0308,C186,SKU-BREAD-017,5,7.97,2026-04-27,mobile
WEB0309,C182,SKU-APPLE-001,3,3.48,2026-05-03,web
WEB0310,C146,SKU-BREAD-046,11,4.42,2026-04-29,web
WEB0311,C289,SKU-BREAD-012,12,3.22,2026-04-08,web
WEB0312,C139,SKU-APPLE-028,3,2.47,2026-04-09,mobile
WEB0313,C162,SKU-JUICE-039,12,3.16,2026-04-27,mobile
WEB0314,C193,SKU-BREAD-019,4,8.11,2026-04-29,web
WEB0315,C196,SKU-MILK-006,8,6.98,2026-04-21,mobile
WEB0316,C230,SKU-APPLE-003,14,1.44,2026-04-13,web
WEB0317,C204,SKU-BREAD-015,4,8.12,2026-04-11,web
WEB0318,C245,SKU-APPLE-007,8,4.11,2026-05-04,mobile
WEB0319,C178,SKU-JUICE-002,13,4.53,2026-05-04,web
WEB0320,C236,SKU-BREAD-023,5,8.76,2026-04-16,web
WEB0321,C140,SKU-JUICE-050,12,6.01,2026-05-02,web
WEB0322,C110,SKU-BREAD-048,9,2.55,2026-05-03,web
WEB0323,C222,SKU-JUICE-031,4,2.45,2026-04-09,mobile
WEB0324,C227,SKU-JUICE-049,9,6.08,2026-04-09,mobile
WEB0325,C263,SKU-APPLE-014,4,8.1,2026-04-26,web
WEB0326,C138,SKU-APPLE-006,2,5.23,2026-04-13,mobile
WEB0327,C182,SKU-JUICE-015,15,7.76,2026-04-25,web
WEB0328,C238,SKU-MILK-025,11,7.51,2026-04-11,web
WEB0329,C207,SKU-MILK-027,8,2.45,2026-04-11,web
WEB0330,C275,SKU-JUICE-012,1,9.93,2026-04-22,mobile
WEB0331,C140,SKU-APPLE-020,9,8.16,2026-05-03,mobile
WEB0332,C288,SKU-BREAD-040,10,9.44,2026-04-19,web
WEB0333,C114,SKU-JUICE-011,14,7.78,2026-05-01,web
WEB0334,C115,SKU-APPLE-023,4,3.78,2026-04-19,web
WEB0335,C277,SKU-BREAD-027,13,1.94,2026-04-11,mobile
WEB0336,C243,SKU-MILK-010,8,8.53,2026-04-24,web
WEB0337,C180,SKU-MILK-050,13,9.86,2026-04-10,mobile
WEB0338,C158,SKU-MILK-046,5,6.32,2026-04-08,mobile
WEB0339,C131,SKU-BREAD-046,4,3.64,2026-05-02,mobile
WEB0340,C141,SKU-BREAD-034,2,7.44,2026-04-15,mobile
WEB0341,C191,SKU-JUICE-008,13,6.01,2026-04-09,mobile
WEB0342,C188,SKU-JUICE-030,10,4.53,2026-04-23,mobile
WEB0343,C297,SKU-BREAD-006,14,1.93,2026-04-20,mobile
WEB0344,C144,SKU-BREAD-002,9,8.27,2026-05-04,web
WEB0345,C252,SKU-JUICE-036,1,4.44,2026-04-09,mobile
WEB0346,C252,SKU-BREAD-043,9,9.65,2026-04-16,web
WEB0347,C293,SKU-MILK-035,15,2.0,2026-04-14,mobile
WEB0348,C177,SKU-BREAD-034,1,6.67,2026-04-14,mobile
WEB0349,C110,SKU-MILK-032,7,8.49,2026-04-06,web
WEB0350,C197,SKU-MILK-006,8,7.18,2026-04-25,mobile
WEB0351,C193,SKU-JUICE-003,13,6.02,2026-04-24,mobile
WEB0352,C268,SKU-MILK-010,5,4.71,2026-04-30,mobile
WEB0353,C242,SKU-APPLE-046,5,7.98,2026-04-23,web
WEB0354,C295,SKU-JUICE-047,2,8.16,2026-04-14,mobile
WEB0355,C165,SKU-MILK-043,2,3.23,2026-04-30,web
WEB0356,C296,SKU-APPLE-019,3,7.2,2026-04-24,web
WEB0357,C291,SKU-JUICE-030,14,5.65,2026-04-18,web
WEB0358,C272,SKU-APPLE-018,1,1.77,2026-04-26,mobile
WEB0359,C131,SKU-MILK-022,14,7.99,2026-04-08,mobile
WEB0360,C283,SKU-BREAD-032,3,7.59,2026-04-14,mobile
WEB0361,C258,SKU-BREAD-027,8,4.65,2026-04-18,web
WEB0362,C101,SKU-BREAD-038,11,5.6,2026-04-23,web
WEB0363,C227,SKU-APPLE-028,13,8.25,2026-04-10,mobile
WEB0364,C290,SKU-MILK-042,7,9.5,2026-04-24,mobile
WEB0365,C145,SKU-BREAD-005,2,9.39,2026-04-19,web
WEB0366,C285,SKU-MILK-011,6,5.47,2026-04-27,mobile
WEB0367,C222,SKU-JUICE-016,14,6.29,2026-04-22,mobile
WEB0368,C241,SKU-APPLE-016,10,2.69,2026-04-10,mobile
WEB0369,C110,SKU-JUICE-019,10,3.56,2026-04-09,mobile
WEB0370,C259,SKU-JUICE-040,1,2.11,2026-05-05,web
WEB0371,C225,SKU-BREAD-017,13,5.23,2026-04-06,web
WEB0372,C125,SKU-MILK-001,10,9.47,2026-04-16,mobile
WEB0373,C126,SKU-BREAD-040,9,8.92,2026-05-03,web
WEB0374,C214,SKU-BREAD-011,8,3.95,2026-04-09,web
WEB0375,C204,SKU-APPLE-044,7,7.14,2026-04-22,mobile
WEB0376,C181,SKU-BREAD-050,2,5.33,2026-04-18,mobile
WEB0377,C210,SKU-APPLE-007,8,8.42,2026-04-14,web
WEB0378,C189,SKU-MILK-049,15,5.63,2026-04-26,mobile
WEB0379,C126,SKU-MILK-005,13,5.68,2026-04-18,web
WEB0380,C172,SKU-JUICE-043,5,7.15,2026-05-03,web
WEB0381,C191,SKU-JUICE-047,14,6.85,2026-04-09,mobile
WEB0382,C276,SKU-APPLE-011,14,6.25,2026-04-06,mobile
WEB0383,C174,SKU-JUICE-022,1,1.43,2026-04-22,web
WEB0384,C299,SKU-APPLE-022,4,1.57,2026-05-03,mobile
WEB0385,C284,SKU-APPLE-049,2,1.8,2026-04-30,web
WEB0386,C103,SKU-APPLE-034,4,3.9,2026-05-02,mobile
WEB0387,C274,SKU-MILK-049,6,7.11,2026-04-21,web
WEB0388,C191,SKU-MILK-034,5,3.55,2026-04-18,web
